GEO.id	GEOID10	GEO.display-label	population	collision
1500000US370810163031	3.7081E+11	"Block Group 1, Census Tract 163.03, Guilford County, North Carolina"	2058	0
1500000US370810163032	3.7081E+11	"Block Group 2, Census Tract 163.03, Guilford County, North Carolina"	1174	0
1500000US370810163041	3.7081E+11	"Block Group 1, Census Tract 163.04, Guilford County, North Carolina"	3668	0
1500000US370810163051	3.7081E+11	"Block Group 1, Census Tract 163.05, Guilford County, North Carolina"	1301	1
1500000US370810163052	3.7081E+11	"Block Group 2, Census Tract 163.05, Guilford County, North Carolina"	1997	204
1500000US370810163061	3.7081E+11	"Block Group 1, Census Tract 163.06, Guilford County, North Carolina"	4996	567
1500000US370810164051	3.7081E+11	"Block Group 1, Census Tract 164.05, Guilford County, North Carolina"	1871	6
1500000US370810164061	3.7081E+11	"Block Group 1, Census Tract 164.06, Guilford County, North Carolina"	3898	179
1500000US370810164071	3.7081E+11	"Block Group 1, Census Tract 164.07, Guilford County, North Carolina"	2130	363
1500000US370810164072	3.7081E+11	"Block Group 2, Census Tract 164.07, Guilford County, North Carolina"	2755	66
1500000US370810164081	3.7081E+11	"Block Group 1, Census Tract 164.08, Guilford County, North Carolina"	1956	24
1500000US370810164091	3.7081E+11	"Block Group 1, Census Tract 164.09, Guilford County, North Carolina"	2628	94
1500000US370810164101	3.7081E+11	"Block Group 1, Census Tract 164.10, Guilford County, North Carolina"	1933	14
1500000US370810164102	3.7081E+11	"Block Group 2, Census Tract 164.10, Guilford County, North Carolina"	4409	343
1500000US370810165021	3.7081E+11	"Block Group 1, Census Tract 165.02, Guilford County, North Carolina"	1235	376
1500000US370810165022	3.7081E+11	"Block Group 2, Census Tract 165.02, Guilford County, North Carolina"	1913	49
1500000US370810165023	3.7081E+11	"Block Group 3, Census Tract 165.02, Guilford County, North Carolina"	1888	56
1500000US370810165024	3.7081E+11	"Block Group 4, Census Tract 165.02, Guilford County, North Carolina"	715	22
1500000US370810165031	3.7081E+11	"Block Group 1, Census Tract 165.03, Guilford County, North Carolina"	2823	2
